icd11Code,icd11Chapter,icd11Title,icd10Code,icd10Chapter,icd10Title
LB20.23,20,Structural developmental anomalies of cystic duct,Q44.5,XVII,Other congenital malformations of bile ducts
LB20.24,20,Accessory bile duct,Q44.5,XVII,Other congenital malformations of bile ducts
LB20.2Y,20,Other specified structural developmental anomalies of bile ducts,Q44.5,XVII,Other congenital malformations of bile ducts
LB20.2Z,20,"Structural developmental anomalies of bile ducts, unspecified",Q44.5,XVII,Other congenital malformations of bile ducts
LB20.Y,20,"Other specified structural developmental anomalies of gallbladder, bile ducts or liver",Q44,XVII,"Congenital malformations of gallbladder, bile ducts and liver"
LB20.Z,20,"Structural developmental anomalies of gallbladder, bile ducts or liver, unspecified",Q44,XVII,"Congenital malformations of gallbladder, bile ducts and liver"
LB21,20,Structural developmental anomalies of pancreas,Q45,XVII,Other congenital malformations of digestive system
LB21.0,20,Annular pancreas,Q45.1,XVII,Annular pancreas
LB21.1,20,Pancreas divisum,Q45.3,XVII,Other congenital malformations of pancreas and pancreatic duct
LB21.2,20,Accessory pancreas,Q45.3,XVII,Other congenital malformations of pancreas and pancreatic duct
LB21.3,20,Agenesis-aplasia of pancreas,Q45.0,XVII,"Agenesis, aplasia and hypoplasia of pancreas"
LB21.4,20,Partial agenesis of pancreas,Q45.0,XVII,"Agenesis, aplasia and hypoplasia of pancreas"
LB21.5,20,Hypoplasia of pancreas,Q45.0,XVII,"Agenesis, aplasia and hypoplasia of pancreas"
LB21.Y,20,Other specified structural developmental anomalies of pancreas,Q45.8,XVII,Other specified congenital malformations of digestive system
LB21.Z,20,"Structural developmental anomalies of pancreas, unspecified",Q45,XVII,Other congenital malformations of digestive system
LB22,20,Structural developmental anomalies of spleen,Q89.0,XVII,Congenital malformations of spleen
LB22.0,20,Congenital asplenia,Q89.0,XVII,Congenital malformations of spleen
LB22.1,20,Polysplenia,Q89.0,XVII,Congenital malformations of spleen
LB22.2,20,Ectopic spleen,Q89.0,XVII,Congenital malformations of spleen
LB22.Y,20,Other specified structural developmental anomalies of spleen,Q89.0,XVII,Congenital malformations of spleen
LB22.Z,20,"Structural developmental anomalies of spleen, unspecified",Q89.0,XVII,Congenital malformations of spleen
LB2Y,20,"Other specified structural developmental anomalies of the liver, biliary tract, pancreas or spleen",XVII,XVII,"Congenital malformations, deformations and chromosomal abnormalities"
LB2Z,20,"Structural developmental anomalies of the liver, biliary tract, pancreas or spleen, unspecified",XVII,XVII,"Congenital malformations, deformations and chromosomal abnormalities"
LB30,20,Structural developmental anomalies of kidneys,Q63.9,XVII,"Congenital malformation of kidney, unspecified"
LB30.0,20,Renal agenesis or other reduction defects of kidney,Q60,XVII,Renal agenesis and other reduction defects of kidney
LB30.00,20,Renal agenesis,Q60.2,XVII,"Renal agenesis, unspecified"
LB30.0Y,20,Other specified renal agenesis or other reduction defects of kidney,Q60,XVII,Renal agenesis and other reduction defects of kidney
LB30.0Z,20,"Renal agenesis or other reduction defects of kidney, unspecified",Q60,XVII,Renal agenesis and other reduction defects of kidney
LB30.1,20,Renal dysplasia,Q61.4,XVII,Renal dysplasia
LB30.2,20,Congenital single renal cyst,Q61.0,XVII,Congenital single renal cyst
LB30.3,20,Renal tubular dysgenesis,Q63.9,XVII,"Congenital malformation of kidney, unspecified"
LB30.4,20,Oligomeganephronia,Q63.9,XVII,"Congenital malformation of kidney, unspecified"
LB30.5,20,Accessory kidney,Q63.0,XVII,Accessory kidney
LB30.6,20,Fusion anomaly of kidneys,Q63.1,XVII,"Lobulated, fused and horseshoe kidney"
LB30.60,20,Lobulated kidney,Q63.1,XVII,"Lobulated, fused and horseshoe kidney"
LB30.61,20,Fused pelvic kidney,Q63.1,XVII,"Lobulated, fused and horseshoe kidney"
LB30.62,20,Horseshoe kidney,Q63.1,XVII,"Lobulated, fused and horseshoe kidney"
LB30.6Y,20,Other specified fusion anomaly of kidneys,Q63.1,XVII,"Lobulated, fused and horseshoe kidney"
LB30.6Z,20,"Fusion anomaly of kidneys, unspecified",Q63.1,XVII,"Lobulated, fused and horseshoe kidney"
LB30.7,20,Ectopic or pelvic kidney,Q63.2,XVII,Ectopic kidney
LB30.8,20,Medullary sponge kidney,Q63.9,XVII,"Congenital malformation of kidney, unspecified"
LB30.9,20,Multicystic renal dysplasia,Q63.9,XVII,"Congenital malformation of kidney, unspecified"
LB30.Y,20,Other specified structural developmental anomalies of kidneys,Q63.9,XVII,"Congenital malformation of kidney, unspecified"
LB30.Z,20,"Structural developmental anomalies of kidneys, unspecified",Q63.9,XVII,"Congenital malformation of kidney, unspecified"
LB31,20,Structural developmental anomalies of urinary tract,Q62,XVII,Congenital obstructive defects of renal pelvis and congenital malformations of ureter
LB31.0,20,Congenital hydronephrosis,Q62.0,XVII,Congenital hydronephrosis
LB31.1,20,Congenital primary megaureter,Q62.2,XVII,Congenital megaloureter
LB31.2,20,Fetal lower urinary tract obstruction,Q64.3,XVII,Other atresia and stenosis of urethra and bladder neck
LB31.3,20,Exstrophy of urinary bladder,Q64.1,XVII,Exstrophy of urinary bladder
LB31.4,20,Congenital diverticulum of urinary bladder,Q64.6,XVII,Congenital diverticulum of bladder
LB31.5,20,Duplication of urethra,Q62,XVII,Congenital obstructive defects of renal pelvis and congenital malformations of ureter
LB31.6,20,Congenital megalourethra,Q62,XVII,Congenital obstructive defects of renal pelvis and congenital malformations of ureter
LB31.7,20,Megacystis-megaureter,Q62,XVII,Congenital obstructive defects of renal pelvis and congenital malformations of ureter
LB31.8,20,Atresia or stenosis of ureter,Q62.1,XVII,Atresia and stenosis of ureter
LB31.9,20,Agenesis of ureter,Q62.4,XVII,Agenesis of ureter
LB31.A,20,Duplication of ureter,Q62.5,XVII,Duplication of ureter
LB31.B,20,Malposition of ureter,Q62.6,XVII,Malposition of ureter
LB31.C,20,Congenital absence of bladder or urethra,Q64.5,XVII,Congenital absence of bladder and urethra
LB31.D,20,Congenital vesico-uretero-renal reflux,Q62.7,XVII,Congenital vesico-uretero-renal reflux
LB31.Y,20,Other specified structural developmental anomalies of urinary tract,Q62.8,XVII,Other congenital malformations of ureter
LB31.Z,20,"Structural developmental anomalies of urinary tract, unspecified",Q62,XVII,Congenital obstructive defects of renal pelvis and congenital malformations of ureter
LB3Y,20,Other specified structural developmental anomalies of the urinary system,Q60-Q64,XVII,Congenital malformations of the urinary system
LB3Z,20,"Structural developmental anomalies of the urinary system, unspecified",Q60-Q64,XVII,Congenital malformations of the urinary system
LB40,20,Structural developmental anomalies of vulva,Q52.8,XVII,Other specified congenital malformations of female genitalia
LB40.0,20,Absence of vulva,Q52.8,XVII,Other specified congenital malformations of female genitalia
LB40.1,20,Embryonic cyst of vulva,Q52.8,XVII,Other specified congenital malformations of female genitalia
LB40.2,20,Fusion of labia,Q52.5,XVII,Fusion of labia
LB40.Y,20,Other specified structural developmental anomalies of vulva,Q52.8,XVII,Other specified congenital malformations of female genitalia
LB40.Z,20,"Structural developmental anomalies of vulva, unspecified",Q52.8,XVII,Other specified congenital malformations of female genitalia
LB41,20,Structural developmental anomalies of clitoris,Q52.6,XVII,Congenital malformation of clitoris
LB41.0,20,Agenesis of clitoris,Q52.6,XVII,Congenital malformation of clitoris
LB41.1,20,Duplication of clitoris,Q52.6,XVII,Congenital malformation of clitoris
LB41.2,20,Clitoromegaly,Q52.6,XVII,Congenital malformation of clitoris
LB41.Y,20,Other specified structural developmental anomalies of clitoris,Q52.6,XVII,Congenital malformation of clitoris
LB41.Z,20,"Structural developmental anomalies of clitoris, unspecified",Q52.6,XVII,Congenital malformation of clitoris
LB42,20,Structural developmental anomalies of vagina,Q50-Q56,XVII,Congenital malformations of genital organs
LB42.0,20,Absence of vagina,Q52.0,XVII,Congenital absence of vagina
LB42.1,20,Septate vagina,Q52.1,XVII,Doubling of vagina
LB42.2,20,Congenital rectovaginal fistula,Q52.2,XVII,Congenital rectovaginal fistula
LB42.3,20,Tight hymenal ring,N89.6,XIV,Tight hymenal ring
LB42.4,20,Imperforate hymen,Q52.3,XVII,Imperforate hymen
LB42.5,20,Stricture or atresia of vagina,N89.5,XIV,Stricture and atresia of vagina
LB42.Y,20,Other specified structural developmental anomalies of vagina,Q50-Q56,XVII,Congenital malformations of genital organs
LB42.Z,20,"Structural developmental anomalies of vagina, unspecified",Q50-Q56,XVII,Congenital malformations of genital organs
LB43,20,Structural developmental anomalies of cervix uteri,Q51,XVII,Congenital malformations of uterus and cervix
LB43.0,20,Embryonic cyst of cervix,Q51.6,XVII,Embryonic cyst of cervix
LB43.1,20,Agenesis or aplasia of cervix,Q51.5,XVII,Agenesis and aplasia of cervix
LB43.Y,20,Other specified structural developmental anomalies of cervix uteri,Q51.8,XVII,Other congenital malformations of uterus and cervix
LB43.Z,20,"Structural developmental anomalies of cervix uteri, unspecified",Q51,XVII,Congenital malformations of uterus and cervix
LB44,20,"Structural developmental anomalies of uterus, except cervix",Q51,XVII,Congenital malformations of uterus and cervix
LB44.0,20,Agenesis or aplasia of uterine body,Q51.0,XVII,Agenesis and aplasia of uterus
LB44.1,20,Hypoplasia of uterus,Q51,XVII,Congenital malformations of uterus and cervix
LB44.2,20,Unicornuate uterus,Q51,XVII,Congenital malformations of uterus and cervix
LB44.3,20,Bicornuate uterus,Q51.3,XVII,Bicornate uterus
LB44.4,20,Septate uterus,Q51,XVII,Congenital malformations of uterus and cervix
LB44.5,20,Congenital fistulae between uterus and digestive and urinary tracts,Q51.7,XVII,Congenital fistulae between uterus and digestive and urinary tracts
LB44.6,20,Uterovaginal malformation due to diethylstilbestrol syndrome,Q51,XVII,Congenital malformations of uterus and cervix
LB44.Y,20,"Other specified structural developmental anomalies of uterus, except cervix",Q51.8,XVII,Other congenital malformations of uterus and cervix
LB44.Z,20,"Structural developmental anomalies of uterus, except cervix, unspecified",Q51,XVII,Congenital malformations of uterus and cervix
LB45,20,"Structural developmental anomalies of ovaries, fallopian tubes or broad ligaments",Q50,XVII,"Congenital malformations of ovaries, fallopian tubes and broad ligaments"
LB45.0,20,Congenital absence of ovary,Q50.0,XVII,Congenital absence of ovary
LB45.1,20,"46,XX gonadal dysgenesis",Q99,XVII,"Other chromosome abnormalities, not elsewhere classified"
LB45.2,20,Developmental ovarian cyst,Q50.1,XVII,Developmental ovarian cyst
LB45.3,20,Congenital torsion of ovary,Q50.2,XVII,Congenital torsion of ovary
LB45.4,20,Accessory ovary,Q50,XVII,"Congenital malformations of ovaries, fallopian tubes and broad ligaments"
LB45.5,20,Congenital absence of fallopian tube,Q50,XVII,"Congenital malformations of ovaries, fallopian tubes and broad ligaments"
LB45.6,20,Atresia of fallopian tube,Q50,XVII,"Congenital malformations of ovaries, fallopian tubes and broad ligaments"
LB45.7,20,Accessory fallopian tube,Q50,XVII,"Congenital malformations of ovaries, fallopian tubes and broad ligaments"
LB45.8,20,Embryonic cyst of fallopian tube,Q50.4,XVII,Embryonic cyst of fallopian tube
LB45.9,20,Embryonic cyst of broad ligament,Q50.5,XVII,Embryonic cyst of broad ligament
LB45.Y,20,"Other specified structural developmental anomalies of ovaries, fallopian tubes or broad ligaments",Q50,XVII,"Congenital malformations of ovaries, fallopian tubes and broad ligaments"
LB45.Z,20,"Structural developmental anomalies of ovaries, fallopian tubes or broad ligaments, unspecified",Q50,XVII,"Congenital malformations of ovaries, fallopian tubes and broad ligaments"
LB4Y,20,Other specified structural developmental anomalies of the female genital system,Q50-Q56,XVII,Congenital malformations of genital organs
LB4Z,20,"Structural developmental anomalies of the female genital system, unspecified",Q50-Q56,XVII,Congenital malformations of genital organs
LB50,20,Micropenis or penis agenesis,Q55.5,XVII,Congenital absence and aplasia of penis
LB51,20,Anorchia or microorchidia,Q55.0,XVII,Absence and aplasia of testis
LB52,20,Cryptorchidism,Q53,XVII,Undescended testicle
LB52.0,20,Ectopic testis,Q53.0,XVII,Ectopic testis
LB52.1,20,"Undescended testicle, unilateral",Q53.1,XVII,"Undescended testicle, unilateral"
LB52.2,20,"Undescended testicle, bilateral",Q53.2,XVII,"Undescended testicle, bilateral"
LB52.Y,20,Other specified cryptorchidism,Q53,XVII,Undescended testicle
LB52.Z,20,"Cryptorchidism, unspecified",Q53,XVII,Undescended testicle
LB53,20,Hypospadias,Q54,XVII,Hypospadias
LB53.0,20,"Hypospadias, balanic",Q54.0,XVII,"Hypospadias, balanic"
LB53.00,20,"Hypospadias, coronal",Q54.0,XVII,"Hypospadias, balanic"
LB53.01,20,"Hypospadias, glandular",Q54.0,XVII,"Hypospadias, balanic"
LB53.0Y,20,"Other specified hypospadias, balanic",Q54.0,XVII,"Hypospadias, balanic"
LB53.0Z,20,"Hypospadias, balanic, unspecified",Q54.0,XVII,"Hypospadias, balanic"
LB53.1,20,"Hypospadias, penile",Q54.1,XVII,"Hypospadias, penile"
LB53.2,20,"Hypospadias, penoscrotal",Q54.2,XVII,"Hypospadias, penoscrotal"
LB53.3,20,"Hypospadias, scrotal",Q54,XVII,Hypospadias
LB53.4,20,"Hypospadias, perineal",Q54.3,XVII,"Hypospadias, perineal"
LB53.Y,20,Other specified hypospadias,Q54.8,XVII,Other hypospadias
LB53.Z,20,"Hypospadias, unspecified",Q54,XVII,Hypospadias
LB54,20,Congenital chordee,Q54.4,XVII,Congenital chordee
LB55,20,Epispadias,Q64.0,XVII,Epispadias
LB56,20,Bifid scrotum,Q55.2,XVII,Other congenital malformations of testis and scrotum
LB57,20,Agenesis of vas deferens,Q55.3,XVII,Atresia of vas deferens
LB58,20,Polyorchidism,Q55.2,XVII,Other congenital malformations of testis and scrotum
LB59,20,Hypoplasia of testis or scrotum,Q55.1,XVII,Hypoplasia of testis and scrotum
LB5Y,20,Other specified structural developmental anomalies of the male genital system,Q50-Q56,XVII,Congenital malformations of genital organs
LB5Z,20,"Structural developmental anomalies of the male genital system, unspecified",Q50-Q56,XVII,Congenital malformations of genital organs
