icd10Code,icd10ClassKind,icd10Chapter,icd10Title,icd11Code,icd11ClassKind,icd11Chapter,icd11Title
P08.0,category,XVI,Exceptionally large baby,KA22.0,category,19,Exceptionally large newborn
P08.1,category,XVI,Other heavy for gestational age infants,KA22.1,category,19,Large newborn for gestational age
P08.2,category,XVI,"Post-term infant, not heavy for gestational age",KA22.2,category,19,Post-term newborn
P10-P15,block,XVI,Birth trauma,KA4Z,category,19,"Birth injury, unspecified"
P10,category,XVI,Intracranial laceration and haemorrhage due to birth injury,KA40.0Z,category,19,"Intracranial laceration or haemorrhage due to birth injury, unspecified"
P10.0,category,XVI,Subdural haemorrhage due to birth injury,KA40.00,category,19,Subdural haemorrhage due to birth injury
P10.1,category,XVI,Cerebral haemorrhage due to birth injury,KA40.01,category,19,Cerebral haemorrhage due to birth injury
P10.2,category,XVI,Intraventricular haemorrhage due to birth injury,KA40.03,category,19,Intraventricular haemorrhage due to birth injury
P10.3,category,XVI,Subarachnoid haemorrhage due to birth injury,KA40.04,category,19,Subarachnoid haemorrhage due to birth injury
P10.4,category,XVI,Tentorial tear due to birth injury,KA40.05,category,19,Tentorial tear due to birth injury
P10.8,category,XVI,Other intracranial lacerations and haemorrhages due to birth injury,KA40.02,category,19,Cerebellar haemorrhage due to birth injury
P10.9,category,XVI,Unspecified intracranial laceration and haemorrhage due to birth injury,KA40.0Z,category,19,"Intracranial laceration or haemorrhage due to birth injury, unspecified"
P11,category,XVI,Other birth injuries to central nervous system,KA40.Z,category,19,"Birth injury to central nervous system, unspecified"
P11.0,category,XVI,Cerebral oedema due to birth injury,KA40.1,category,19,Cerebral oedema due to birth injury
P11.1,category,XVI,Other specified brain damage due to birth injury,KA40.Z,category,19,"Birth injury to central nervous system, unspecified"
P11.2,category,XVI,Unspecified brain damage due to birth injury,KA40.Z,category,19,"Birth injury to central nervous system, unspecified"
P11.3,category,XVI,Birth injury to facial nerve,KA44.00,category,19,Birth injury to facial nerve
P11.4,category,XVI,Birth injury to other cranial nerves,KA44.0Z,category,19,Birth injury to unspecified cranial nerve
P11.5,category,XVI,Birth injury to spine and spinal cord,KA40.2,category,19,Birth injury to spine or spinal cord
P11.9,category,XVI,"Birth injury to central nervous system, unspecified",KA40.Z,category,19,"Birth injury to central nervous system, unspecified"
P12,category,XVI,Birth injury to scalp,KA42.Z,category,19,"Birth injury to scalp, unspecified"
P12.0,category,XVI,Cephalhaematoma due to birth injury,KA42.1,category,19,Cephalohaematoma due to birth injury
P12.1,category,XVI,Chignon due to birth injury,KA42.2,category,19,Chignon due to birth injury
P12.2,category,XVI,Epicranial subaponeurotic haemorrhage due to birth injury,KA42.4,category,19,Subgaleal epicranial subaponeurotic haemorrhage due to birth injury
P12.3,category,XVI,Bruising of scalp due to birth injury,KA42.0,category,19,Bruising of scalp due to birth injury
P12.4,category,XVI,Monitoring injury of scalp of newborn,KA42.3,category,19,Monitoring injury of scalp of newborn
P12.8,category,XVI,Other birth injuries to scalp,KA42.Z,category,19,"Birth injury to scalp, unspecified"
P12.9,category,XVI,"Birth injury to scalp, unspecified",KA42.Z,category,19,"Birth injury to scalp, unspecified"
P13,category,XVI,Birth injury to skeleton,KA45.Z,category,19,"Birth injury to skeleton, unspecified"
P13.0,category,XVI,Fracture of skull due to birth injury,KA45.0Z,category,19,"Fracture of skull due to birth injury, unspecified"
P13.1,category,XVI,Other birth injuries to skull,KA45.Z,category,19,"Birth injury to skeleton, unspecified"
P13.2,category,XVI,Birth injury to femur,KA45.6,category,19,Birth injury to long bones
P13.3,category,XVI,Birth injury to other long bones,KA45.6,category,19,Birth injury to long bones
P13.4,category,XVI,Fracture of clavicle due to birth injury,KA45.5,category,19,Fracture of clavicle due to birth injury
P13.8,category,XVI,Birth injuries to other parts of skeleton,KA45.Z,category,19,"Birth injury to skeleton, unspecified"
P13.9,category,XVI,"Birth injury to skeleton, unspecified",KA45.Z,category,19,"Birth injury to skeleton, unspecified"
P14,category,XVI,Birth injury to peripheral nervous system,KA44.Z,category,19,Birth injury to unspecified peripheral nerve
P14.0,category,XVI,Erb paralysis due to birth injury,KA44.10,category,19,Erb paralysis
P14.1,category,XVI,Klumpke paralysis due to birth injury,KA44.11,category,19,Klumpke paralysis
P14.2,category,XVI,Phrenic nerve paralysis due to birth injury,KA44.2,category,19,Phrenic nerve paralysis due to birth injury
P14.3,category,XVI,Other brachial plexus birth injuries,KA44.Y,category,19,Birth injury to other specified peripheral nerve
P14.8,category,XVI,Birth injuries to other parts of peripheral nervous system,KA44.Z,category,19,Birth injury to unspecified peripheral nerve
P14.9,category,XVI,"Birth injury to peripheral nervous system, unspecified",KA44.Z,category,19,Birth injury to unspecified peripheral nerve
P15,category,XVI,Other birth injuries,KA4Z,category,19,"Birth injury, unspecified"
P15.0,category,XVI,Birth injury to liver,KA46.0,category,19,Birth injury to liver
P15.1,category,XVI,Birth injury to spleen,KA46.1,category,19,Birth injury to spleen
P15.2,category,XVI,Sternomastoid injury due to birth injury,KA43.0,category,19,Birth injury to sternocleidomastoid
P15.3,category,XVI,Birth injury to eye,KA41,category,19,Birth injury to eye
P15.4,category,XVI,Birth injury to face,KA43.3,category,19,Birth injury to face
P15.5,category,XVI,Birth injury to external genitalia,KA43.1,category,19,Birth injury to external genitalia
P15.6,category,XVI,Subcutaneous fat necrosis due to birth injury,KA43.2,category,19,Subcutaneous fat necrosis due to birth injury
P15.8,category,XVI,Other specified birth injuries,KA46.Y,category,19,Birth injury to other specified organ
P15.9,category,XVI,"Birth injury, unspecified",KA4Z,category,19,"Birth injury, unspecified"
P20-P29,block,XVI,Respiratory and cardiovascular disorders specific to the perinatal period,KB2Z,category,19,"Respiratory disorders specific to the perinatal or neonatal period, unspecified"
P20,category,XVI,Intrauterine hypoxia,KB20.Z,category,19,"Intrauterine hypoxia, unspecified"
P20.0,category,XVI,Intrauterine hypoxia first noted before onset of labour,KB22,category,19,Metabolic acidaemia in newborn
P20.1,category,XVI,Intrauterine hypoxia first noted during labour and delivery,KB22,category,19,Metabolic acidaemia in newborn
P20.9,category,XVI,"Intrauterine hypoxia, unspecified",KB20.Z,category,19,"Intrauterine hypoxia, unspecified"
P21,category,XVI,Birth asphyxia,KB21.Z,category,19,"Birth asphyxia, unspecified"
P21.0,category,XVI,Severe birth asphyxia,KD30.0,category,19,Birth depression with 5 minute Apgar score 0-3
P21.1,category,XVI,Mild and moderate birth asphyxia,KD30.1,category,19,Birth depression with 5 minute Apgar score 4-6
P21.9,category,XVI,"Birth asphyxia, unspecified",KB21.Z,category,19,"Birth asphyxia, unspecified"
P22,category,XVI,Respiratory distress of newborn,KB23.Z,category,19,"Respiratory distress of newborn, unspecified"
P22.0,category,XVI,Respiratory distress syndrome of newborn,KB23.0Z,category,19,"Respiratory distress syndrome of newborn, unspecified"
P22.1,category,XVI,Transient tachypnoea of newborn,KB23.1,category,19,Transient tachypnoea of newborn
P22.8,category,XVI,Other respiratory distress of newborn,KB23.Z,category,19,"Respiratory distress of newborn, unspecified"
P22.9,category,XVI,"Respiratory distress of newborn, unspecified",KB23.Z,category,19,"Respiratory distress of newborn, unspecified"
P23,category,XVI,Congenital pneumonia,KB24,category,19,Congenital pneumonia
P23.0,category,XVI,Congenital pneumonia due to viral agent,KB24,category,19,Congenital pneumonia
P23.1,category,XVI,Congenital pneumonia due to Chlamydia,KB24,category,19,Congenital pneumonia
P23.2,category,XVI,Congenital pneumonia due to staphylococcus,KB24,category,19,Congenital pneumonia
P23.3,category,XVI,"Congenital pneumonia due to streptococcus, group B",KB24,category,19,Congenital pneumonia
P23.4,category,XVI,Congenital pneumonia due to Escherichia coli,KB24,category,19,Congenital pneumonia
P23.5,category,XVI,Congenital pneumonia due to Pseudomonas,KB24,category,19,Congenital pneumonia
P23.6,category,XVI,Congenital pneumonia due to other bacterial agents,KB24,category,19,Congenital pneumonia
P23.8,category,XVI,Congenital pneumonia due to other organisms,KB24,category,19,Congenital pneumonia
P23.9,category,XVI,"Congenital pneumonia, unspecified",KB24,category,19,Congenital pneumonia
P24,category,XVI,Neonatal aspiration syndromes,KB26.Z,category,19,"Neonatal aspiration syndromes, unspecified"
P24.0,category,XVI,Neonatal aspiration of meconium,KB26.0,category,19,Neonatal aspiration of meconium
P24.1,category,XVI,Neonatal aspiration of amniotic fluid and mucus,KB26.1,category,19,Neonatal aspiration of amniotic fluid or mucus
P24.2,category,XVI,Neonatal aspiration of blood,KB26.2,category,19,Neonatal aspiration of blood
P24.3,category,XVI,Neonatal aspiration of milk and regurgitated food,KB26.3,category,19,Neonatal aspiration of milk or regurgitated food
P24.8,category,XVI,Other neonatal aspiration syndromes,KB26.Z,category,19,"Neonatal aspiration syndromes, unspecified"
P24.9,category,XVI,"Neonatal aspiration syndrome, unspecified",KB26.Z,category,19,"Neonatal aspiration syndromes, unspecified"
P25,category,XVI,Interstitial emphysema and related conditions originating in the perinatal period,KB27.Z,category,19,"Pulmonary air leak or related conditions originating in the perinatal period, unspecified"
P25.0,category,XVI,Interstitial emphysema originating in the perinatal period,KB27.0,category,19,Interstitial emphysema originating in the perinatal period
P25.1,category,XVI,Pneumothorax originating in the perinatal period,KB27.1,category,19,Pneumothorax originating in the perinatal period
P25.2,category,XVI,Pneumomediastinum originating in the perinatal period,KB27.2,category,19,Pneumomediastinum originating in the perinatal period
P25.3,category,XVI,Pneumopericardium originating in the perinatal period,KB27.3,category,19,Pneumopericardium originating in the perinatal period
P25.8,category,XVI,Other conditions related to interstitial emphysema originating in the perinatal period,KB27.Z,category,19,"Pulmonary air leak or related conditions originating in the perinatal period, unspecified"
